sentiment,title,review
2,really like it,I really like this for my dog. It stops easily so she can't run too far. It appears to be well made. Good weight and sturdy.
1,A Nice Table if you could assemble it,"The finish and design are nice, but it was impossible to assemble the shelves. The grooves to insert the wood into were machined too narrow. After returning the item to Toys-R-Us, the manager informed me that he had seen 3 of these come back for the same reason. He said he had even tried to help someone else assemble it with a hammer and sand paper with no luck! Maybe they got a bad batch? I'd stay away anyhow."
2,Works for keeping cats out,"I have nosy cats that like to open any cabinet or closet they can get into. I was getting really sick of waking up every night to the sound of the cats opening the bi-fold closet doors in my bedroom and getting into trouble, so I bought two of these locks. They're very simple and do a good job of keeping the cats out. They still try to get in (sometimes I forget to slide them back when I close the doors), but when the doors are locked, they give up pretty quickly. The wands are useless, so I just slide the locks by the lip."
2,Good deal!,"Study, solid but still light. The front pocket is made of heavier material than the rest of it (black). Very handy. Good price"
1,Terrible writing,"This book was free (for the Kindle), and that's part of the reason I read it. The genre of alternative history has always been something that sounded interesting to me, but I'd never read any.Well, the writing is absolutely terrible: Cliches abound; literary crutches that didn't work a first time reused several times, sometimes within a few pages; terrible representation of Southern dialect; lots of things that just annoy the heck out of me.If I had realized this book was 640 pages long, I would have given up on it early. But, I'll give Turtledove this, I cared about a few of the characters and finished it up because I wanted to know what the heck happens. Unfortunately, it's part of a trilogy so I only got a small payoff at the end -- one I saw coming, at that. I won't be picking up the rest of the trilogy."
1,"Latter era Bo, none of his signature tunes...","Oh why can't we have Bo Diddley's ""Beach Party"" on CD, recorded live at Myrtle Beach in his prime, with all those great ""shave and a haircut"" rhythm songs for which he is so deservedly known. Bo isn't a funk artist, he's a pioneer of rock and roll."
2,Hysterical and very very very unique,"I had never read something like this before.In my opinion, David Sedaris is a very talented man, he has such a creativity and imagination to narrate things and events in such a brutal, honest and unique way that just make it hilarious.It suprised me how peculiar his family is, and how different they all are from one another. But again, the way he tells the stories are just funny.I do recommend it if you want to get a few laughs out of it. ^_^"
1,It's not rocket science.,"I'd return this paper towel holder if it were worth the time and effort, but it's not. You'd think assembly wouldn't be complicated. It's a paper towel holder for pete's sake. But the quality is shoddy, and the design is somewhat nonsensical. Paper towels easily fit through the center rod without removing anything. Great! So why, then, make the middle rod three separate pieces that need to be screwed together, as opposed to just one piece? Not so great. And upon screwing the middle rod to the base, the bottom of the base fell off. Because this is sold by Target, there's tax and shipping. So for about the same amount (maybe less), you can get a better made paper towel holder from Bed, Bath, & Beyond."
2,Exhilarating,This album is one of my all time favorites. I may even go as far as to rank it right up there with Aenema from tool. The songs are emotionally charged seamlessly blending together beautiful melody with hard hitting guitar riffs and earth shattering bass. Just an all around superb album.
2,nice phone for the price,"This is really a well functioning phone, nice and clear both ways, and I was able to give my son the other phone for his room upstairs; my only issue is that we mounted it where the other kitchen phone was on the wall, which was flat against the wall and caller ID was easily visible. This phone wall mounts at about a 45 degree angle, just drops into the cradle (careful not to knock it out), and is hard for my shorter wife to see the caller ID screen. However, it does announce the caller with a voice, pretty amazing technology...overall a good deal."
1,Tired exotica,"Let's be real. What gives this movie its ""charm"" is the fact that it plays on and reinforces every Western bias about the dangerous ""otherness"" of African culture. If you must, watch it for its cinematography and haunting score, but don't kid yourself about why it is so ""thrilling."""
2,A Great buy!,"I love my Zen. I've had it over a month now. The software is included, but you can use windows explorer to load it.Music, Videos, storage, Date Book, calander, Alarm Clock, Voice Recorder, and an FM Radio!It does way more than they advertise.It works with Windows, Yahoo Music, Audible Books and more.Right now I'm downloading videos from YouTube!I have never had to use the reset button.Right now there are hundreds of songs stored on mine, I lost count at 250!All high quality audio.Now the bad news. It is a little slow to start up.Go ahead and buy the (expensive) charger from the manufacturer.I have found nothing else that works.The screen it VERY bright in the dark, but still hard to see in sunlight.Most files will have to be converted. I've found free software for that.( www.Downloads.com ) YouTube Grabber, YouTube FLV to AVI Suite.This has been a good product for me. A Great buy![...]"
2,Well Made Product,This item was exactly as advertised. It is a well made and accurate measuring tool. A must for any upper extremity surgeon. It was shipped quickly and at a very good price.
1,save a few rock songs this band sucks,"Eagles suck in the rock world, they have a couple of rock songs but they are rock band......listen to hole in the world and you will agree. They sould like nsync...."
2,Its Great,I chose this as a step up from my Zeikos CPF for my Sony a57. This filter feels so much sturdier than my previous filter. The threads were clean and it attached fine. The polarization is great. I love the effects.
1,"Overly ambitious, inaccurate, political, immoral and archaic in language and form.","This book was extremely overly ambitious, trying to cover the origins of the universe alongside the history of Cna'an (including tiresome, somewhat alarming judicial records), all the while assuming moral and scientific superiority, without bothering to reference or prove the fantastic claims brought within.Even if we set aside the fact that most of the 'facts' related within this bronze-age book are in stark contrast to modern scientific thought, theory and fact, the format itself is somewhat archaic and unfriendly, with multiple errors and deviations on the translator(s?) side from the original Hebrew.I would not recommend this book be read to children, nor set as any sort of moral compass."
1,Surface Noise!!!!!!,"Guys, where are the master tapes? This transfer was taken direct from vinyl. Ze is charging premium prices for this and you can hear surface noise throughout this cd. This wasn't even taken from a particularly clean copy of the vinyl!!!!!"
2,Great person to buy from,I ordered this item for my father in law. I asked that it be shipped to him. The item was returned to the seller and she promptly refunded my money back with out my even knowing!!! THAT IS WHAT I CALL GREAT CUSTOMER SERVICE.
1,sucky,"OK, so Melanie Rawn's other series were good. Then I read this series, only to be shocked. I had to plow my way through the book. The only interesting parts were the treacheries and the like, and the abductions, etc. But overall, this whole series could not hold my attention, and let me tell you, if I'm reading a good book, my attention doesn't wander at all. Come on, when reading this series, it took about 4-6 weeks to read it, instead of the usual couple days. But maybe I shouldh've started with the 2nd book, like I did with all other Melanie Rawn series. I hope I never have to read it again, and that is an unusual comment for me."
2,Movie Script material.,"This book combined with it's sequil ""First Lady"" would make for an amazing movie packed with action, angst, humor, tradgedy, and BTW it's also a love story between two women who also have a family."
2,Fabulous!,Fabulous kids show! Love the lesson learned! Loved the crafts. Very user friendly format! Very funny! Are there more to come?!?!
2,Best American Government Textbook,"This book is kinda long winded, but only in so-far as it has complete explanations for the reasoning behind the writing of the constitution. Goes well with the instructional DVD from the National Center for Constitutional Studies."
2,On Time and In One Piece,I love this product. I don't know why it's so hard to find in stores. It's easy to create a picture book and the memories are forever.
2,National geographic's In the Womb,I teach jr. high science at a Catholic school. The eighth grade studies human development. This DVD is well done. The DVD focuses on the growth and development of the baby in a very tasteful way. My classes loved it!!
1,This band is awful,"Its kinda funny that slipknot sells albums because the only people that listen to them are 12 year olds and posers. I heard this album in my friends car stereo because we were satisfying his little brother. This cd like the others is just pure garbage and noise. Theres no talent to it, its like lincoln park they just write the same song about 30 times and give it a bad title. If you want real metal go pick up Slayer Reign in Blood and Seasons of the Abyss. Sepultura Arise and Roorback. Pantera Vulgar display of Power and Far Beyond Driven. The list goes on, and the truth of the matter is in 10 years slipknot wont even exist anymore."
1,Doesn't deserve a publisher,"I read De Angelis's other book which is hilariously bad. Her method for expressing emotions is to use bold face, italics, exclamation points. Sometimes she uses all of them in a single sentence. Her advice is vague and commonsensical: ""Judge a Man by the Size of His Heart, not by the Size of His Wallet"" or ""Look for a Man with Good Character."" Philosophers have debated for ages on what ""good character"" actually is. De Angelis pretends like the debates never took place. Falling in love is complicated business, and De Angelis evades the complexities for the shallower waters of vague cliche and trite observation."
2,Good....,"Great! It does exactly what it says it does, if it would charge the phone too, it would be awesome!"
1,Problem where you have other phones on the same line,"Works well except that when there's an incoming call that is picked up in one of the other phones in the house and it's for me, when I pick up my phone (the one connected to Comswitch)all I get is a busy signal. To pick up the call, I have to use another phone in another room. Is there a solution?"
1,Makes my dogs sick,"I thought this product would help my dog with digestion problems. She has a sensitive stomach and has previously benefited from enzymes and probiotics. Instead it made my dog cough and vomit. Even my other dog, who is less sensitive, vomited from this product. I do not know how to get a refund, but I wish I could."
1,Tastes horrible,"I tried about 3 of these tea bags & threw the rest out, they taste horrible, like musty old earth.I don't recommned it to anyone.I love green tea... this just tastes nasty, even tried putting lemon & honey in it, but it's still awful."
2,This is a great movie.,This is Richard Pryor's greatest movie ever. The index finger joke is the best. I also love how he swears behind the window. This is a must see
2,I was a happy camper,"I love slashers in the woods.Shame,that films like this doesnt exist anymore.With 80's actors that you must love,beautiful camp,sun and inventive murders,you can watch this film over and over again."
2,Very helpful,I am using this book for my MS in HR Management. I think this book is very helpful and has clear concepts about Knowledge Management.
2,Very Awesome,"So many different great theme s in this soundtrack,never get tired of listening to it.Love the ""Now We Are Free "" song sooo beautiful!"
1,GREATEST HITS COLLECTION BY THE EAGLES IS WAY BETTER!,Take my advice I recommend Eagles Their Greatest Hits 1971-1975 volumes one and two is the definitive collection for the hardcore music fan out there. Because I have all these classic songs on my CD albums!
1,doesn't work,I would give this toy 0 stars if the defaults would allow. We received one as a birthday present. It would not light up. We returned it and got a replacement. The replacement does not light up. The phrases don't seem to be working right either but I can't tell for sure since I am not exactly sure what they are suppose to sound like. I think this toy would be really cool ....if it worked.
2,Blondie's lost star but still as sweet,"Blondie's 7th studio album No Exit don't reach the 5 stars which I would rate to the former Blondie albums. Screaming Skin, Maria, Under the gun, No Exit, Double take and Out in the streets are real Blondie classics: strong as ever. But that leaves 8 tracks on the album which don't have the catchy power/punk pop to which Blondie is famous for except maybe Nothing is real but the girl (the second single of this album).Nevertheless Blondie proved with this album that even in the ninety's they are able to release a good record.Maria and Screaming skin are the killers of the album."
1,LOL,"LOL, you have the group confused with someone else. ABC was never a boy band, silly. The music on this CD is their greatest hits compilation and it is very much a reflection of what they did while they were together. The guy on the cover is the singer and no one tried to pull anything on you, you simply ordered a CD by the wrong band. LOL"
1,"This item may not be square on arrival, if packaged/shipped by Amazon.","This is a precision tool. I bought this extra thick one because I need a nice square in my work. My order arrived in a box that was so poorly packed that I wonder about it retaining a real square. And this is the item I have to measure it with. This appears to be a fine tool, but you should buy it from a source that cares about packing it properly for shipment. Simply throwing it on the bottom of an over-sized box and then wadding and winding up brown wrapping paper on top of it only ensures that when it is dropped, that it can impact right on the tip and take it a degree out of square. If you need this tool to arrive in a box that does not invite damage, buy it elsewhere."
2,Incorrect video packages,"This is just to say that I have almost all of the Miss Marple videos and several have incorrect pictures on the jackets. For instance ""A Pocket Full of Rye""... has a picture of a scene from ""Murder At The Vicarage"" with Joan Hickson and Paul Eddington. There are a couple of others also. I makes it a little confusing when you go to choose one to watch. Thank you."
1,Great camera until the E18 failure,I have a Canon A70 that until recently was a great camera. On a trip to the Grand Canyon the camera failed. Lens would not retract and E18 error appeared on screen. I thought it was just bad luck until I got home and Googled the E18. Discovered that this was a common complaint and that it is a waste of my time to pursue this with Canon. I am now looking at other brands for a replacement.
1,Worked once of twice before they dried up.,"I bought a box of these for an art class I am teaching. After using once of twice, minimally, they don't work at all. Some of them didn't write, right out of the box. These are a horrible waste of money. I have to buy all new pens now, after just two uses."
2,An incredible book by an accomplished writer.,"David Simon's Homicide:A year on the killing streets is a glimpse inside a year he spent with the homicide division of Baltimore's police department. This jouralism is second to none. He has also created and written for The Wire an HBO show dubbed ""The best show ever made"" and Homicide on NBC in the 1990s based on this book he wrote. David Simon is responsible personally for choosing my career path today and his work is moving. If you haven't seen The wire or Homicide I would suggest this book first to get you started."
2,Libby 4 1/2 Ounce Spice jar with lid,"I LOVE these jars! I read other reviews and some of the info wasn't quite accurate. First of all, the full McCormick spices do fit in these jars, but just tap them a bit. No big deal. Secondly, to remove the stickers, just open the box from the bottom to expose the label, squirt with a bit of Windex, let sit for a few minutes and the labels rub right off. They seal nicely. My only gripe is that labeling the front of the jar doesn't work because of the curve. Avery makes label 22825 that fits PERFECTLY on the top of the jar, which worked well for me. I have my entire set of 48 displayed on a tiered shelf in my kitchen and they look amazing. In my opinion, these are the best I have ever found, and I have been looking a long, long time. There are others that cost a ton more money, but for the price they are perfect."
2,Horror story,"I rated this book 5 stars for one reason, and one reason only-- NOT because I like the book, but because it is very informative.This may well be the scariest thing I have ever read in my life!!It was very enlightening to read this book and realizing that several of our current leaders in the U.S. not only read and studied this book in college, etc.....but, that some actually believe in what it says and practice the principles of Saul Alinsky (even if you don't want to believe it-- get busy and do some ""homework"" on the topic. Facts are facts.)After understanding all of that and seeing the content of this book, if you aren't shocked, may God have mercy on your soul."
1,A Must Read,"I read this book along with several other ""travel books"" this summer and was startled by its genius.chatwin is a very captivating figure , a remarkable amateur traipsing through any number of disciplines en route, he hoped, to mankind's nomadic quintessence. Unlike other aspirant travel writers his books are clorful and detailed. He may have been wrong but he was brilliantly wrong."
1,Nintendo DS Lite Adapter,"This paticular DS Lite power adapter is quite frankly garbage. Yes it charges the DS Lite, but it also creates feed back noise in the speakers and a line runs from bottom to top on the screen. The Picture representing the item wass that of a Nintendo Certified Product. This is not what I recived...Also the cord is really really short only about half as long as the one that came with my DS Lite. Very dissatisfied with this product. I won't return it because the shipping is possibly more than what I paid for it."
1,Thoroughly mediocre,"I have a two hour commute each day and I'm trying to utilize that time in some positive fashion. I'm studying for the GRE and was looking for something I could listen to that would contribute to this goal/project. This was a waste of money, since I knew 98% of the words. Also, a few words I thought were not very well described, and the sentances were contrived. The way they use two words with the same root in a sentance seems to be a sure fire way in my book to help someone confuse the two words' meaning. On the plus side, buying this CD set has now made me see the futility of this method of studying for the GRE, and saved me from investing in a more expensive CD set. If like me, you're studying for the GRE, my advice to you is to set aside time to read scholarly journals or essay collections, dictionary in hand."
1,Not well written,What an unsatisfactory read.There are several pieces of information that just aren't threaded together. Some of the behaviors of the characters have no motivation.Sad. It couldn've been a great book.
1,DON'T BUY this CD,"I spend hours, like 12-15 at a time in airplanes. I love my Ipod. I love David Grey. I can't transfer songs to my Ipod from this disc. SONY needs to get a message. I will buy the bootleg version when I get to Asia in a couple of weeks for $1.50 . I never do this because I believe that stealing income from artists is so wrong. A special thanks to Amazon for the warning.MJD"
1,Saving Face-- in the dark,"The movie was great, that's why I wanted my own copy without commercials, etc.The copy was horrible. It was like the whole movie was in the dark, at night."
1,"Ladies and gentlemen, run, hide! BRITNEY'S BACK!","Ok, now I know at the beginning of Brit's career everyone embraced her as the new idol for young girls, but from recent appearances she looks and acts very far from that! There's been so much hype on this star that most people have felt it their duty to just buy her album to get her to shut up. The only reason that her CD is selling is for people to say to their friends ""Yeah, I have her new CD"" (come on, you know you do it!) I didn't actually buy the album, but listened to it at friends'. There are only two songs that I consider ""listener worthy"" (Stronger and Lucky). Just trust me, there's no reason to buy this if you really like good music. All in all, this big star is a big disappointment."
1,NEVER CAME,"I ordered this product about thw and a half weeks before I needed it for my childrens very first birthday party, I payed to have rush delivery and it never came. It took me like another week to get a refund, and they did not refund the rush delivery money, which was like $15!... I would never order from them again, I am soo upset, because by the time it was actually the day of my childrens birthday we were totally broke and we didnt even have any gold eating coins at their PIRATE party, It totally stinks."
2,"Yes, it's remastered!","A brief and to the point review to tell those waiting ""Buy this set."" The movie has been remastered and has Dolby 5.1. As with ""Dementia 13,"" the company Cultra has delivered the version you have been waiting for on Blu-ray or dvd. Buy it! I have a dvdr of MGM HD version and this looks about the same to me. I will take this set over my homemade dvdr any day. Too bad Sony dragged their heels on this one and all of the rest of the ""no brainer"" instant sale releases!"
2,Warning: Extremely technical,"This book is very technical, and not for a beginning tailor. However it is an excellent idea sourcebook for anyone recreating Tudor and Elizabethan costumes. Janet Arnold was able to examine surviving pieces of clothing from this period, and has given scaled pattern layouts for many of the garments."
2,One question...,"Why did Moira O'Hara age after her death? None of the other characters aged. And she became two characters of different age while other characters stayed at the age and level of maturity they were when they died.And everybody else kept their death wounds. Young Moira was shot through the right eye. Old Moira had that bum eye, but young Moira had both eyes.This is Really Important. Or not."
2,Wonderful Collection,"This is a fantastic collection of McGee's analysis of the Bible. Its much better and cheaper than buying each book separately. I have always loved McGee and have this in hardback along with Kindle and have also listened to him on the radio. There are a few times I have not agreed with him, but right or wrong, I like to read him, and when I can, listen to him. Well worth the money--you will not be sorry."
2,Decent pool for the price,"I bought this pool to serve as an indoor ball pit for my son's first birthday. We kept it as a ball pit throughout the cold months and in the summer time we used it as a pool. The only downside to using it as a pool is that the bottom is a thin sheet of plastic and so you will have to place it in the grass for comfort, as a concrete driveway would be too hard underneath your little one's bottom.The only other downside is that the one I received in the mail was a different pattern than the one advertised. I'm sure all of the patterns are appropriate for a girl, but I questioned whether or not the pattern that I received was appropriate for a boy. It was so close to his birthday party that I didn't bother to return or exchange it.We like this little pool. It doesn't loose air quickly either. I've only filled it with air once and 5 months later, it's still doing fine. At the end of summer, we will probably turn it back into a ball pit."
2,Family Conflicts In Genesis,This is one special book. The midrashic analysis is brilliantly presented. The material presented will make rich food for my Bible classes. I highly recommend this book to any who enjoy rabbinic midrashic study.Rabbi B. Eisenman
1,Tiny quantity Cheapie applicator,"The review title pretty much says it all. The quantity was not sufficient to fully lube my admittedly very dry belt and platform. I think it is probably .5 oz and not the .05 oz listed in the product specs, but even so there are much better values out there."
2,not my favorite but a good one,"this comedy, as all Sandler's movies, is to have a good time. Adam Sandler plays Sonny Koufax, a single guy who ilegally adopts a little kid, and this last one will eventually become a part of his life. To take care of the child he decides to make a fantasy world without rules and obstacles; in other words, he loves the boy in a very special way. What makes you wanna keep on seeing the movie is that the central theme is seen as something not necessaryly serious, so it is fun to see what's gonna happen next with this particular pair of ""clawns"". I recommend it because of its joy-transmition and pretty funny ex SaturdayNightLive-actors. You won't regret seeing it."
2,Great for the money!!!,"I recently bought the JVC DVD player. The three disc tray is very helpful. It is a great looking machine. The JVC has good picture quality. It has quite a few extra features (most I will never use.) The price is what sells this. That is very hard to beat. It does have a couple drawbacks though:The remote control is awful. I dont know who designed it but it needs some serious improvements. Buttons our in awful places. Many buttons you will need to use our so small you have to be looking at the remote right up close to find it. The other main problem is the loading time. Once you put a new CD or DVD in, it seems to take forever to load. At the menu screens, you press a button and wait for about 7 seconds. This is much longer than it should be.Overall, I would recommend this product to people who want a new remote control and for people who have a lot of patience. Another reason, that great price."
2,Kun shoulder rest at a great price,This popular shoulder rest was a great value. It is the choice of students and advanced players in our area.
1,Not funny at ALL!!!!!,I thought Mike was funny. NOT ON THIS ONE! Saw a review and look everywhere for it. When I finally found it on Amazon I was excited for it to arrived. Would like to sell it back!
1,Bad Purchase,"This product is terrible. The volume is not loud enough to hear adequately, and the way it fits into your ear is uncomfortable. Do not buy this product, it is not worth the money."
1,Polemic Leavened with Invective,Islamic terror and its roots are an important and fascinating topic worthy of someone who actually speaks Arabic and is a scholar of the region's history. This gadfly book is composed mostly of invective and polemics. I recommend to anyone who seriously wants to consider this subject the work of Professor Bernard Lewis.
1,Misrepresentation alert!,"The play depicts Jesus as a homosexual. Need I say more?How can any reviewer describe a playwright that deliberates distorts the Gospel as a ""true Christian"" and get helpful votes?Is this not a blatant abuse of the voting system?One could (if one truly feels that way) praise the play in terms of clever lines and plot since that is subjective, but one cannot get away from the fact that the play is an outrageous misrepresentation of the Gospel."
1,"Great Content, Too Bad It's Unreadable!","Alton Brown's my favorite cooking expert, and his wit is evident...if you can read it. This bood was designed, apparently, as a high-school project: Multiple pastels, reversed out recipe text in teentsy fonts, and a lousy text-size/leading ratio makes this book very hard to read. I'll never get as much benefit out of it as I could have, had not a rand amateur gotten ahold of the page layout. The book is a solid 5 stars; the design and layout are 0 stars, which renders it a waste of money to me."
2,CTFAN,"If you can get past the sometimes utter lack of sound quality (oh, and you will) you'll find some kicking American rock and or roll, to quote Reverend Lovejoy. Try not to completely enjoy Faith Healer. I dare you."
2,its cool....but not that cool,alright....heres the low down... this game was awesome for about....hmmmm lets see.....2 months or so. It gets old pretty fast so if your interested in buying i would suggest that you rent it from a local video store before...see how you like it. if you love it...buy it. if you like it a lot but dont want to spend the money...maybe one of your friends has it. enjoy to the people who get it. its really fun. but beware for the future
1,limited appeal,"When you found this book, I hope you were not expecting beautiful photos of French Country or Classic styles of interior design. Instead, this book is the equivalent of a bad art house movie. It has out-of-focus pictures of grungy looking rooms taken at unflattering camera angles in bad lighting.If you are someone who likes to polish up ""diamonds in the rough,"" you may like this book. Because I think only people that can look at junk and find some intrinsic value in it will like this book. However, those people will probably like the book titled Big City Junk better."
1,Don't buy kindle edition,"I have a paperback version which is excellent to look up. Meanwhile, in the kindle version, there are many words left blank with no description, such as amalgam, antecedent...etc. I hope Harper Corp. should update and correct the errors soon."
1,Too long for a mediocre story,"I picked up this book expecting another fabulous historical from Stephanie Laurens, rich in characters and an intriguing plot. But the book was too long to support this plot, and the characters, especially the heroine, wore thin. One of Laurens' strengths as a romance writer is how well she writes the hero's journey to win over the heroine. And in this novel, the heroine's protestations are extremely weak and outcome is obvious from the beginning.The Lady Chosen certainly cannot compare with any of the Cynster novels, which have distinct characters and compelling romances. I fear the Bastion Club series is going to be 7 novels of retread ground, especially if Laurens is writing 2 per year."
1,Not like the first one,"This movie lost the original ""terror"" if you like to call it that way and now it's more like a sex movie instead of a vampire , good v.s. evil one. And the vampires themselves are not like the first movie, yellow eyes and scary."
1,PLEASE DONT WASTE YOUR MONEY,The second time i tried to use this thing it just busted!! it's not as near as easy at it looks. Putting it up is a huge hassle!! When i tried to call the maker to return it they gave me about five long distance numbers. I called all of them and finally i gave up when they just left me on hold for a half an hour. This Roll-Away hose it the biggest piece of junk I have ever purchased.
1,Get 2007 version,Please note to get instead the new great sounding Capitol 2007 release which has all 24 songs (includes both Volumes 1 & 2) plus one bonus and is very reasonably priced. The 2006 version has a recording flaw. This is a classic Christmas album that should be FULLY enjoyed and the 2007 is the best version out there!
2,Interesting account of Communist China,"This is a very comprehensive account of one family's endurance of Communist China as told from the perspective of one member of the family. At times, I think it's a little unbelievable in the detail that she knows about family members who were no longer alive when she wrote the book. However, the writing is easy and her descriptions emotionally charged. This would be an especially good book to read in preparation for a trip to China."
1,Made my temperature rise!,"I bought this item thinking it would be the perfect indoor outdoor thermometer, but I was way off! First, it would not recognize the remote temp at all. After trying several batteries and pushing the reset buttons they did find each other. One night outside though and again, it was lost. It seems the two could not be more than 15 or 20 feet apart or they did not share the signals. Even then, it was hit or miss. I was truly dissappointed and sent it back for a refund. Too bad they don't pay for the shipping, so I lost money and got my temperature up! Don't waste your time on such electronic thermometer devices if you live in a snowy cold area like we do. The batteries will not last outside in the cold and you too will be the only thing heating up! I hope this was helpful."
2,SPIES,ROTEKAPELLE'S INTELLIGENCE COUPS HAVE WON IT A (GRUDGING) PLACE IN THE MILITARY HISTORIES. THIS BOOK IS THE BEST TAKE ON THE ORGANIZATION. IT SHOULD BE REQUIRED READING FOR ALL ANTI-TERRORISM WARRIORS.
2,"The biblical story of Moses, with illustrations & commentary","This 50-minute program from A&E;'s ""Biography"" series tells the biblical story of Moses, illustrating the story with footage from relevant locations in the Middle East and with artists' depictions of biblical characters and episodes. Jewish and Christian biblical scholars and others add background information, explanation, and interpretation.One commentator seemed overly confident that he knew what was going on in Moses' psyche, but other than that, I found the commentary interesting and helpful, and it didn't overwhelm the simple telling of the story.This video does a good job of bringing the story of Moses to life. I have used excerpts from it in teaching Judaism and Christianity to undergraduates and high school students, and I think it would also be an excellent resource for Bible study groups.(Also recommended: Orson Scott Card's ""Stone Tables,"" a novelization of the life of Moses.)"
1,wouldn't stay in pairing mode,"I returned it. -- I bought it as a gift and tried to help the receiver of my gift to get it to work, but it just would not stay in pairing mode long enough to get it to link with her cell phone. It did seem like a great item though, until the pairing malfunction - very lightweight and high quality materials."
1,Do NOT buy this book,"I just bought this book and there is no answer key available, even from the publisher. You will have no way to check your work. It's basically worthless now and it is not a cheap book."
2,Great Primer,Good installation considering it is the first of a trilogy. I am going to see part two tomorrow and am very interested in seeing how the two mesh.
1,Unconfotable and possible wrist injury,"The trackball jumps a spot every now and then and after a while, the position of your wrist makes it painful to continue.I went back to my ergonomic Logitech."
2,Better Than I Expected...,It's about life/coming undone/it's over before it has begun/...thats pretty deep for a teenage girl band...very nice debut...
1,Look Elsewhere,"The writing in this book is just bad, more like a first novel than a classic. I couldn't get into the plot because the stilted style kept pulling me out of the story. I made it about 50 pages and couldn't stand any more. On to something else."
1,Lost wisdom,"T. S. Eliot asked,""Where is the wisdom we have lost in knowledge?""This unintentionally bleak commentary on the state of psychological research will not help you locate any answers."
1,And the Best of the Worst of the Worst is:,"This movie ranks at the top of my Golden Turkey list, right along with ""Plan 9 From Outer Space"". It is so-o-o bad it is actually good.Like many other bad movies, it was mocked and scorned by the guys on Mystery Science Theater 3000, and is still being watched and traded by the diehard fans.If you were to (purposely) get one bad movie this year, make it Santa Claus Conquers the Martians. It's a laugh a minute."
1,PURE CRAP!!! WASTE OF TIME!!,"I was so hoping this movie would be worth watching, yet AGAIN I was wrong. The sharks in this movie were a total joke. The so called ACTING was much much worse."
1,POOR MACHINE & TERRIBLE CUSTOMER SERVICE - DO *NOT* BUY,"I have been very disappointed with this machine: poor quality printing, jams easily, feeds paper poorly, and the scanning has never worked.To make matters worse, the Brother's customer service is among the worst I've encountered."
2,love it,my son love collecting these games. right price received it in the mail in a few days after ordering it.
2,Beauty in the sense of the word.,"His realism is superb in the classic sense. He is one of very few artists who can capture intricate detail with shade and color. His paintings are so true-to-life that it sometimes takes a second look to realize that they are actually a work of art, and not a photograph. His subject matter, often scenes of the Hawaiian Islands, holds great meaning for those of us who live here, and he's one of the very best interpreters of our state's beauty. This book gives Gary's fans a fuller appreciation of his art, and the work that goes into the paintings."
2,Awesome!... but probably their last good release,"""Once"" and ""Wishmaster"" are my favorite Nightwish releases but I'm afraid that with Tarja leaving the band, they will suck with their next one. The band is known for having a great haunting female opera voice and they are giving that up. I very much doubt that they can find someone to match those vocals and as with every band that loses their vocalist (if the vocalist was unique like we have here), Nightwish are doomed to go back into obscurity and eventually die. Maybe someday they'll re-unite and do another album together, but by then it will be too late (see Iron Maiden)."
2,"Brilliant, though sometimes a rehash or older material","This BBC documentary is as impressive visually as ever, and if you haven't seen Planet Earth or The Blue Planet, it'll definitely wow you. However, there's not that much new in here, though there is a greater effort spent in linking the event to how it affects the different species. Would have liked to see new events, such as the butterfly migration in America; right now, it mostly comes across as material that's been done before. Still visually stunning, but not particularly new."
2,Who are these people?,"If people are wandering where they can find music these days, you don't have to ask someone with a red hat on backwards or a person with two heads, with three brains full of misenchanted T.V. and radio brainwash to Never hear about these kinds of bands. Please listen to this CD. It's one of the many out there with purely whatever....just don't turn your ears away without an introduction of.........Without further delay.....I.....present......Mourning Widows.....""and that's the kind of sh#t that's gonna happen!"""
2,Oklahoma,I am a trained singer and it is amazing the range this child has. Oklahoma is one of the most feeling songs I've heard in a long while. One Voice has earned it's place amoung my favorite cd's. Thanks Billy!
2,Gorgeous Fine China,This is the china set my husband and I chose. It is beautiful and high quality. It is a classic pattern that I can proudly pass on to future generations. I'm quite disappointed that it is discontinued.
1,It was fun for the 2 hours before it broke,"Our AirZooka lasted 2 hours. My grandson used it for maybe 30 minutes the first night. The second evening he used for about 90 minutes (not continously by any means)and the launcher broke. Yes, it was only $15 but he was really disappointed - and I can think of alot of things I would do with $15!"
2,Great Stockpot,"The Calphalon Stockpot is fantastic. It is the perfect size for making large amounts of soup, but not too large like the 20 quart sizes that you normally see. It heats up quickly and evenly and cleans up easily. I am now considering buying other Calphalon cookware and I would recommend this stockpot to anyone! The shipping was very fast and it was packaged well and secure."
1,Counterfeit or Expired,"Be cautious. I bought this cologne - which is sold and shipped by Amazon - and if it is not a counterfeit (I trust Amazon), it is expired. Its scent is weak and fades quickly. I am used to Lagerfeld's Photo and I should say the other ones I had were not only strong but lasted for a whole day at least. I bought four of them, and I wanted to return the three unopened ones. This is what Amazon tells me:""For safety reasons, items that are classified as hazardous materials or use flammable liquids or gases cannot be returned to Amazon.com.""Put differently, it is permissible to ship hazardous materials to customers but not the other way around. This is odd, to say the least."
